Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,1,58733000,58200405,58733000,58200405,2009-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,2,114540000,115159444,55807000,56959039,2009-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,3,180359000,180733981,65819000,65574537,2009-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,4,242528000,242917170,62169000,62183189,2009-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,5,306520000,306631357,63992000,63714187,2009-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,6,367251000,368101538,60731000,61470181,2009-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,7,425043000,426723404,57792000,58621866,2009-07
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,8,480087000,482536964,55044000,55813560,2009-08
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,9,540382000,543814037,60295000,61277073,2009-09
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,10,605388000,609001921,65006000,65187884,2009-10
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,11,663678000,668502643,58290000,59500722,2009-11
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2009,12,722110000,726471592,58432000,57968949,2009-12
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,1,56842000,55536876,56842000,55536876,2010-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,2,111254000,106504136,54412000,50967260,2010-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,3,175104000,170238558,63850000,63734422,2010-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,4,236895000,232009188,61791000,61770630,2010-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,5,299744000,293948494,62849000,61939306,2010-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,6,361111000,354045348,61367000,60096854,2010-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,7,418929000,410333849,57818000,56288501,2010-07
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,8,475508000,465222067,56579000,54888218,2010-08
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,9,536382000,524071813,60874000,58849746,2010-09
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,10,599884000,586024929,63502000,61953116,2010-10
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,11,659952000,644086150,60068000,58061221,2010-11
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2010,12,718284000,694829261,58332000,50743111,2010-12
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,1,58896000,50743111,55896000,50743111,2011-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,2,108339000,100959683,52443000,50216572,2011-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,3,171554000,162694964,63215000,61735281,2011-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,4,229410000,218307736,57856000,55612772,2011-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,5,291404000,277730567,61994000,59422831,2011-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,6,351010000,334838329,59606000,57107762,2011-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,7,406313000,387807939,55303000,52969610,2011-07
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,8,462355000,438092555,56042000,50284616,2011-08
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,9,523106000,494835184,60751000,56742629,2011-09
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,10,584595000,553939541,61489000,59104357,2011-10
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,11,642869000,610231403,58274000,56291862,2011-11
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2011,12,698684000,665281145,55815000,55049742,2011-12
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,1,54068000,53239455,54068000,53239455,2012-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,2,107205000,107185966,53137000,53946511,2012-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,3,167470000,167938827,60265000,60752861,2012-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,4,223389000,223736071,55919000,55797244,2012-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,5,284690000,284085727,61301000,60349656,2012-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,6,341363000,339789323,56673000,55703596,2012-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,7,395493000,392866388,54130000,53077065,2012-07
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,8,449494000,446848222,54001000,53981834,2012-08
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,9,505476000,502035856,55982000,55187634,2012-09
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,10,567357000,557238227,61881000,55202371,2012-10
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,11,623734000,609025838,56377000,51787611,2012-11
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2012,12,677433000,662247180,53699000,53221342,2012-12
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,1,55609000,55788332,55609000,55788332,2013-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,2,107847000,108163448,52238000,52375116,2013-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,3,163946000,165959585,56099000,57796137,2013-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,4,221837000,225520494,57891000,59560909,2013-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,5,281985000,285626038,60148000,60105544,2013-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,6,336403000,340633866,54418000,55007828,2013-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,7,389979000,395158619,53576000,54524753,2013-07
