Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,8,442485000,448864928,52506000,53706309,2013-08
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,9,498808000,506031406,56323000,57166478,2013-09
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,10,559546000,569196562,60738000,63165156,2013-10
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,11,614144000,624355865,54598000,55159303,2013-11
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2013,12,666550000,677536911,52406000,53181046,2013-12
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,1,56194068,51002214,56194068,51002214,2014-01
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,2,108265600,99254977,52071532,48252763,2014-02
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,3,168681668,158492878,60416068,59237901,2014-03
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,4,226683122,215436353,58001454,56943475,2014-04
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,5,287454822,275408568,60771700,59972215,2014-05
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,6,344663765,331624979,57208943,56216411,2014-06
204043,203943,NYC Transit,Total Ridership - NYCT Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children). Passengers who use free transfers from train-to-bus, bus-to-train, or bus-to-bus are counted as additional passengers even though they are not paying additional fares. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2014,7,400423436,386573987,55759671,54949008,2014-07
